"date","minutes_url","jornada_number","visitor_team_name","visitor_team_id","season","time","categoria_id","local_points","visitor_points","local_team_id","local_team_name"
"05/02/2017","liga_eacta.php?IDENCUENTRO=131707136&EL=A.D CÁCERES TENIS DE MESA&EV=FLOWSPIN PINTO TM&IDJORNADA=100&IDNIVEL=17#acta","13","FLOWSPIN PINTO TM","10215","2016-2017","11:00","17","5","1","14004","A.D CÁCERES TENIS DE MESA"
"11/02/2017","liga_eacta.php?IDENCUENTRO=131707141&EL=CLUB ESC. TENIS DE MESA GETAFE&EV=TM ALMARAZ VIAJES SIERRA TOURS&IDJORNADA=100&IDNIVEL=17#acta","14","TM ALMARAZ VIAJES SIERRA TOURS","1061","2016-2017","11:00","17","4","2","174","CLUB ESC. TENIS DE MESA GETAFE"
"11/02/2017","liga_eacta.php?IDENCUENTRO=131707142&EL=C.D.T.M.RIVAS PROMESAS&EV=TM ALMARAZ VIAJES SIERRA TOURS&IDJORNADA=100&IDNIVEL=17#acta","14","TM ALMARAZ VIAJES SIERRA TOURS","1061","2016-2017","16:00","17","1","5","10699","C.D.T.M.RIVAS PROMESAS"
"11/02/2017","liga_eacta.php?IDENCUENTRO=131707143&EL=CTM TOLEDO&EV=A.D CÁCERES TENIS DE MESA&IDJORNADA=100&IDNIVEL=17#acta","14","A.D CÁCERES TENIS DE MESA","14004","2016-2017","17:00","17","4","2","16012","CTM TOLEDO"
"11/02/2017","liga_eacta.php?IDENCUENTRO=131707144&EL=CTM ARANJUEZ&EV=LAS ROZAS&IDJORNADA=100&IDNIVEL=17#acta","14","LAS ROZAS","10288","2016-2017","18:00","17","2","4","1059","CTM ARANJUEZ"
"12/02/2017","liga_eacta.php?IDENCUENTRO=131707145&EL=SINCAL TM OLIAS&EV=A.D CÁCERES TENIS DE MESA&IDJORNADA=100&IDNIVEL=17#acta","14","A.D CÁCERES TENIS DE MESA","14004","2016-2017","10:00","17","1","5","10259","SINCAL TM OLIAS"
"12/02/2017","liga_eacta.php?IDENCUENTRO=131707146&EL=CTM PROGRESO A&EV=C.D.T.M.RIVAS PROMESAS&IDJORNADA=100&IDNIVEL=17#acta","14","C.D.T.M.RIVAS PROMESAS","10699","2016-2017","10:00","17","3","4","16015","CTM PROGRESO A"
"26/02/2017","liga_eacta.php?IDENCUENTRO=131707152&EL=CLUB ESC. TENIS DE MESA GETAFE&EV=CTM PROGRESO A&IDJORNADA=100&IDNIVEL=17#acta","15","CTM PROGRESO A","16015","2016-2017","10:00","17","5","1","174","CLUB ESC. TENIS DE MESA GETAFE"
"26/02/2017","liga_eacta.php?IDENCUENTRO=131707151&EL=LAS ROZAS&EV=C.D.T.M.RIVAS PROMESAS&IDJORNADA=100&IDNIVEL=17#acta","15","C.D.T.M.RIVAS PROMESAS","10699","2016-2017","11:00","17","5","1","10288","LAS ROZAS"
"26/02/2017","liga_eacta.php?IDENCUENTRO=131707154&EL=FLOWSPIN PINTO TM&EV=SINCAL TM OLIAS&IDJORNADA=100&IDNIVEL=17#acta","15","SINCAL TM OLIAS","10259","2016-2017","11:00","17","6","0","10215","FLOWSPIN PINTO TM"
"26/02/2017","liga_eacta.php?IDENCUENTRO=131707155&EL=A.D CÁCERES TENIS DE MESA&EV=CTM ARANJUEZ&IDJORNADA=100&IDNIVEL=17#acta","15","CTM ARANJUEZ","1059","2016-2017","11:00","17","3","4","14004","A.D CÁCERES TENIS DE MESA"
"26/02/2017","liga_eacta.php?IDENCUENTRO=131707156&EL=MIANPI CTM ILLESCAS&EV=CTM TOLEDO&IDJORNADA=100&IDNIVEL=17#acta","15","CTM TOLEDO","16012","2016-2017","11:00","17","6","0","16011","MIANPI CTM ILLESCAS"
"19/03/2017","liga_eacta.php?IDENCUENTRO=131707153&EL=TM ALMARAZ VIAJES SIERRA TOURS&EV=CTM ARANJUEZ&IDJORNADA=100&IDNIVEL=17#acta","15","CTM ARANJUEZ","1059","2016-2017","11:00","17","0","6","1061","TM ALMARAZ VIAJES SIERRA TOURS"
"04/03/2017","liga_eacta.php?IDENCUENTRO=131707161&EL=ITV OCAÑA&EV=CLUB ESC. TENIS DE MESA GETAFE&IDJORNADA=100&IDNIVEL=17#acta","16","CLUB ESC. TENIS DE MESA GETAFE","174","2016-2017","17:00","17","0","6","14007","ITV OCAÑA"
"04/03/2017","liga_eacta.php?IDENCUENTRO=131707162&EL=CTM ARANJUEZ&EV=CTM PROGRESO A&IDJORNADA=100&IDNIVEL=17#acta","16","CTM PROGRESO A","16015","2016-2017","18:00","17","5","1","1059","CTM ARANJUEZ"
"04/03/2017","liga_eacta.php?IDENCUENTRO=131707163&EL=FLOWSPIN PINTO TM&EV=LAS ROZAS&IDJORNADA=100&IDNIVEL=17#acta","16","LAS ROZAS","10288","2016-2017","18:00","17","1","5","10215","FLOWSPIN PINTO TM"
"04/03/2017","liga_eacta.php?IDENCUENTRO=131707164&EL=TM ALMARAZ VIAJES SIERRA TOURS&EV=MIANPI CTM ILLESCAS&IDJORNADA=100&IDNIVEL=17#acta","16","MIANPI CTM ILLESCAS","16011","2016-2017","18:00","17","0","6","1061","TM ALMARAZ VIAJES SIERRA TOURS"
"05/03/2017","liga_eacta.php?IDENCUENTRO=131707165&EL=A.D CÁCERES TENIS DE MESA&EV=MIANPI CTM ILLESCAS&IDJORNADA=100&IDNIVEL=17#acta","16","MIANPI CTM ILLESCAS","16011","2016-2017","11:00","17","6","0","14004","A.D CÁCERES TENIS DE MESA"
"05/03/2017","liga_eacta.php?IDENCUENTRO=131707166&EL=CTM TOLEDO&EV=SINCAL TM OLIAS&IDJORNADA=100&IDNIVEL=17#acta","16","SINCAL TM OLIAS","10259","2016-2017","11:00","17","4","2","16012","CTM TOLEDO"
"11/02/2017","liga_eacta.php?IDENCUENTRO=131707173&EL=ITV OCAÑA&EV=LAS ROZAS&IDJORNADA=100&IDNIVEL=17#acta","17","LAS ROZAS","10288","2016-2017","11:30","17","1","5","14007","ITV OCAÑA"
"11/03/2017","liga_eacta.php?IDENCUENTRO=131707171&EL=SINCAL TM OLIAS&EV=TM ALMARAZ VIAJES SIERRA TOURS&IDJORNADA=100&IDNIVEL=17#acta","17","TM ALMARAZ VIAJES SIERRA TOURS","1061","2016-2017","11:00","17","5","1","10259","SINCAL TM OLIAS"
"11/03/2017","liga_eacta.php?IDENCUENTRO=131707172&EL=C.D.T.M.RIVAS PROMESAS&EV=CTM ARANJUEZ&IDJORNADA=100&IDNIVEL=17#acta","17","CTM ARANJUEZ","1059","2016-2017","16:00","17","1","5","10699","C.D.T.M.RIVAS PROMESAS"
"11/03/2017","liga_eacta.php?IDENCUENTRO=131707174&EL=CTM TOLEDO&EV=TM ALMARAZ VIAJES SIERRA TOURS&IDJORNADA=100&IDNIVEL=17#acta","17","TM ALMARAZ VIAJES SIERRA TOURS","1061","2016-2017","17:00","17","5","1","16012","CTM TOLEDO"
"12/03/2017","liga_eacta.php?IDENCUENTRO=131707175&EL=FLOWSPIN PINTO TM&EV=CTM PROGRESO A&IDJORNADA=100&IDNIVEL=17#acta","17","CTM PROGRESO A","16015","2016-2017","11:00","17","0","6","10215","FLOWSPIN PINTO TM"
"12/03/2017","liga_eacta.php?IDENCUENTRO=131707176&EL=MIANPI CTM ILLESCAS&EV=CLUB ESC. TENIS DE MESA GETAFE&IDJORNADA=100&IDNIVEL=17#acta","17","CLUB ESC. TENIS DE MESA GETAFE","174","2016-2017","11:00","17","2","4","16011","MIANPI CTM ILLESCAS"
"18/03/2017","liga_eacta.php?IDENCUENTRO=131707181&EL=LAS ROZAS&EV=TM ALMARAZ VIAJES SIERRA TOURS&IDJORNADA=100&IDNIVEL=17#acta","18","TM ALMARAZ VIAJES SIERRA TOURS","1061","2016-2017","16:30","17","6","0","10288","LAS ROZAS"
"18/03/2017","liga_eacta.php?IDENCUENTRO=131707182&EL=ITV OCAÑA&EV=CTM TOLEDO&IDJORNADA=100&IDNIVEL=17#acta","18","CTM TOLEDO","16012","2016-2017","17:00","17","4","2","14007","ITV OCAÑA"
"18/03/2017","liga_eacta.php?IDENCUENTRO=131707183&EL=CLUB ESC. TENIS DE MESA GETAFE&EV=A.D CÁCERES TENIS DE MESA&IDJORNADA=100&IDNIVEL=17#acta","18","A.D CÁCERES TENIS DE MESA","14004","2016-2017","17:00","17","5","1","174","CLUB ESC. TENIS DE MESA GETAFE"
"18/03/2017","liga_eacta.php?IDENCUENTRO=131707184&EL=FLOWSPIN PINTO TM&EV=MIANPI CTM ILLESCAS&IDJORNADA=100&IDNIVEL=17#acta","18","MIANPI CTM ILLESCAS","16011","2016-2017","18:00","17","1","5","10215","FLOWSPIN PINTO TM"
"19/03/2017","liga_eacta.php?IDENCUENTRO=131707185&EL=SINCAL TM OLIAS&EV=ITV OCAÑA&IDJORNADA=100&IDNIVEL=17#acta","18","ITV OCAÑA","14007","2016-2017","10:00","17","3","4","10259","SINCAL TM OLIAS"
"19/03/2017","liga_eacta.php?IDENCUENTRO=131707186&EL=C.D.T.M.RIVAS PROMESAS&EV=A.D CÁCERES TENIS DE MESA&IDJORNADA=100&IDNIVEL=17#acta","18","A.D CÁCERES TENIS DE MESA","14004","2016-2017","11:00","17","1","5","10699","C.D.T.M.RIVAS PROMESAS"
"25/03/2017","liga_eacta.php?IDENCUENTRO=131707191&EL=LAS ROZAS&EV=SINCAL TM OLIAS&IDJORNADA=100&IDNIVEL=17#acta","19","SINCAL TM OLIAS","10259","2016-2017","16:30","17","6","0","10288","LAS ROZAS"
"25/03/2017","liga_eacta.php?IDENCUENTRO=131707192&EL=CLUB ESC. TENIS DE MESA GETAFE&EV=CTM ARANJUEZ&IDJORNADA=100&IDNIVEL=17#acta","19","CTM ARANJUEZ","1059","2016-2017","17:00","17","3","4","174","CLUB ESC. TENIS DE MESA GETAFE"
"25/03/2017","liga_eacta.php?IDENCUENTRO=131707193&EL=TM ALMARAZ VIAJES SIERRA TOURS&EV=ITV OCAÑA&IDJORNADA=100&IDNIVEL=17#acta","19","ITV OCAÑA","14007","2016-2017","18:00","17","0","6","1061","TM ALMARAZ VIAJES SIERRA TOURS"
"26/03/2017","liga_eacta.php?IDENCUENTRO=131707194&EL=CTM PROGRESO A&EV=CTM TOLEDO&IDJORNADA=100&IDNIVEL=17#acta","19","CTM TOLEDO","16012","2016-2017","10:00","17","5","1","16015","CTM PROGRESO A"
"26/03/2017","liga_eacta.php?IDENCUENTRO=131707195&EL=MIANPI CTM ILLESCAS&EV=C.D.T.M.RIVAS PROMESAS&IDJORNADA=100&IDNIVEL=17#acta","19","C.D.T.M.RIVAS PROMESAS","10699","2016-2017","11:00","17","1","5","16011","MIANPI CTM ILLESCAS"
"26/03/2017","liga_eacta.php?IDENCUENTRO=131707196&EL=A.D CÁCERES TENIS DE MESA&EV=ITV OCAÑA&IDJORNADA=100&IDNIVEL=17#acta","19","ITV OCAÑA","14007","2016-2017","11:00","17","4","2","14004","A.D CÁCERES TENIS DE MESA"
"01/04/2017","liga_eacta.php?IDENCUENTRO=131707201&EL=LAS ROZAS&EV=CLUB ESC. TENIS DE MESA GETAFE&IDJORNADA=100&IDNIVEL=17#acta","20","CLUB ESC. TENIS DE MESA GETAFE","174","2016-2017","16:30","17","4","2","10288","LAS ROZAS"
"01/04/2017","liga_eacta.php?IDENCUENTRO=131707202&EL=ITV OCAÑA&EV=C.D.T.M.RIVAS PROMESAS&IDJORNADA=100&IDNIVEL=17#acta","20","C.D.T.M.RIVAS PROMESAS","10699","2016-2017","17:00","17","1","5","14007","ITV OCAÑA"
"01/04/2017","liga_eacta.php?IDENCUENTRO=131707203&EL=CTM ARANJUEZ&EV=FLOWSPIN PINTO TM&IDJORNADA=100&IDNIVEL=17#acta","20","FLOWSPIN PINTO TM","10215","2016-2017","18:00","17","6","0","1059","CTM ARANJUEZ"
"01/04/2017","liga_eacta.php?IDENCUENTRO=131707204&EL=TM ALMARAZ VIAJES SIERRA TOURS&EV=A.D CÁCERES TENIS DE MESA&IDJORNADA=100&IDNIVEL=17#acta","20","A.D CÁCERES TENIS DE MESA","14004","2016-2017","18:00","17","1","5","1061","TM ALMARAZ VIAJES SIERRA TOURS"
"02/04/2017","liga_eacta.php?IDENCUENTRO=131707205&EL=SINCAL TM OLIAS&EV=CTM ARANJUEZ&IDJORNADA=100&IDNIVEL=17#acta","20","CTM ARANJUEZ","1059","2016-2017","10:00","17","0","6","10259","SINCAL TM OLIAS"
"02/04/2017","liga_eacta.php?IDENCUENTRO=131707206&EL=MIANPI CTM ILLESCAS&EV=CTM PROGRESO A&IDJORNADA=100&IDNIVEL=17#acta","20","CTM PROGRESO A","16015","2016-2017","11:00","17","4","2","16011","MIANPI CTM ILLESCAS"
"02/04/2017","liga_eacta.php?IDENCUENTRO=131707207&EL=CTM TOLEDO&EV=FLOWSPIN PINTO TM&IDJORNADA=100&IDNIVEL=17#acta","20","FLOWSPIN PINTO TM","10215","2016-2017","11:00","17","4","2","16012","CTM TOLEDO"
"08/04/2017","liga_eacta.php?IDENCUENTRO=131707211&EL=C.D.T.M.RIVAS PROMESAS&EV=CTM TOLEDO&IDJORNADA=100&IDNIVEL=17#acta","21","CTM TOLEDO","16012","2016-2017","16:00","17","5","1","10699","C.D.T.M.RIVAS PROMESAS"
"08/04/2017","liga_eacta.php?IDENCUENTRO=131707212&EL=CLUB ESC. TENIS DE MESA GETAFE&EV=FLOWSPIN PINTO TM&IDJORNADA=100&IDNIVEL=17#acta","21","FLOWSPIN PINTO TM","10215","2016-2017","17:00","17","6","0","174","CLUB ESC. TENIS DE MESA GETAFE"
"09/04/2017","liga_eacta.php?IDENCUENTRO=131707214&EL=CTM PROGRESO A&EV=LAS ROZAS&IDJORNADA=100&IDNIVEL=17#acta","21","LAS ROZAS","10288","2016-2017","10:00","17","0","6","16015","CTM PROGRESO A"
"09/04/2017","liga_eacta.php?IDENCUENTRO=131707215&EL=MIANPI CTM ILLESCAS&EV=SINCAL TM OLIAS&IDJORNADA=100&IDNIVEL=17#acta","21","SINCAL TM OLIAS","10259","2016-2017","11:00","17","6","0","16011","MIANPI CTM ILLESCAS"
"15/04/2017","liga_eacta.php?IDENCUENTRO=131707213&EL=CTM ARANJUEZ&EV=ITV OCAÑA&IDJORNADA=100&IDNIVEL=17#acta","21","ITV OCAÑA","14007","2016-2017","18:00","17","2","4","1059","CTM ARANJUEZ"
"22/04/2017","liga_eacta.php?IDENCUENTRO=131707221&EL=C.D.T.M.RIVAS PROMESAS&EV=SINCAL TM OLIAS&IDJORNADA=100&IDNIVEL=17#acta","22","SINCAL TM OLIAS","10259","2016-2017","16:00","17","5","1","10699","C.D.T.M.RIVAS PROMESAS"
"22/04/2017","liga_eacta.php?IDENCUENTRO=131707222&EL=LAS ROZAS&EV=A.D CÁCERES TENIS DE MESA&IDJORNADA=100&IDNIVEL=17#acta","22","A.D CÁCERES TENIS DE MESA","14004","2016-2017","16:30","17","5","1","10288","LAS ROZAS"
"22/04/2017","liga_eacta.php?IDENCUENTRO=131707223&EL=FLOWSPIN PINTO TM&EV=ITV OCAÑA&IDJORNADA=100&IDNIVEL=17#acta","22","ITV OCAÑA","14007","2016-2017","18:00","17","4","2","10215","FLOWSPIN PINTO TM"
"22/04/2017","liga_eacta.php?IDENCUENTRO=131707224&EL=CTM ARANJUEZ&EV=MIANPI CTM ILLESCAS&IDJORNADA=100&IDNIVEL=17#acta","22","MIANPI CTM ILLESCAS","16011","2016-2017","18:00","17","4","2","1059","CTM ARANJUEZ"
"23/04/2017","liga_eacta.php?IDENCUENTRO=131707225&EL=CTM PROGRESO A&EV=A.D CÁCERES TENIS DE MESA&IDJORNADA=100&IDNIVEL=17#acta","22","A.D CÁCERES TENIS DE MESA","14004","2016-2017","10:00","17","0","6","16015","CTM PROGRESO A"
"23/04/2017","liga_eacta.php?IDENCUENTRO=131707226&EL=CTM TOLEDO&EV=CLUB ESC. TENIS DE MESA GETAFE&IDJORNADA=100&IDNIVEL=17#acta","22","CLUB ESC. TENIS DE MESA GETAFE","174","2016-2017","11:00","17","0","6","16012","CTM TOLEDO"
"01/10/2016","liga_eacta.php?IDENCUENTRO=131708011&EL=DAMA DE ELCHE GPV&EV=ALZIRA T.T. METRO&IDJORNADA=100&IDNIVEL=17#acta","1","ALZIRA T.T. METRO","10826","2016-2017","17:00","17","4","2","234","DAMA DE ELCHE GPV"
"01/10/2016","liga_eacta.php?IDENCUENTRO=131708012&EL=TENNIS TAULA BURJASSOT-VALENCIA&EV=CLUB TENIS DE MESA ASPE&IDJORNADA=100&IDNIVEL=17#acta","1","CLUB TENIS DE MESA ASPE","10404","2016-2017","17:00","17","5","1","531","TENNIS TAULA BURJASSOT-VALENCIA"
"01/10/2016","liga_eacta.php?IDENCUENTRO=131708013&EL=C.T.T. MEDITERRANEO-VALENCIA&EV=CTT ALTEA&IDJORNADA=100&IDNIVEL=17#acta","1","CTT ALTEA","16027","2016-2017","17:00","17","6","0","217","C.T.T. MEDITERRANEO-VALENCIA"
"01/10/2016","liga_eacta.php?IDENCUENTRO=131708014&EL=ALICANTE T.M.&EV=CTM TORRETA ELDA&IDJORNADA=100&IDNIVEL=17#acta","1","CTM TORRETA ELDA","1335","2016-2017","17:00","17","0","6","186","ALICANTE T.M."
"01/10/2016","liga_eacta.php?IDENCUENTRO=131708015&EL=C.T.T. BENISSA&EV=DEPORTES LEO ALBACETE T.M.&IDJORNADA=100&IDNIVEL=17#acta","1","DEPORTES LEO ALBACETE T.M.","16013","2016-2017","17:00","17","4","3","1128","C.T.T. BENISSA"
"02/10/2016","liga_eacta.php?IDENCUENTRO=131708016&EL=CTM PATERNA&EV=CLUB TENNIS TAULA SANTISIMO SALVADOR DE ONDA&IDJORNADA=100&IDNIVEL=17#acta","1","CLUB TENNIS TAULA SANTISIMO SALVADOR DE ONDA","14010","2016-2017","10:30","17","6","0","16026","CTM PATERNA"
"08/10/2016","liga_eacta.php?IDENCUENTRO=131708021&EL=TENNIS TAULA BURJASSOT-VALENCIA&EV=ALZIRA T.T. METRO&IDJORNADA=100&IDNIVEL=17#acta","2","ALZIRA T.T. METRO","10826","2016-2017","17:00","17","5","1","531","TENNIS TAULA BURJASSOT-VALENCIA"
"08/10/2016","liga_eacta.php?IDENCUENTRO=131708022&EL=DAMA DE ELCHE GPV&EV=CTT ALTEA&IDJORNADA=100&IDNIVEL=17#acta","2","CTT ALTEA","16027","2016-2017","17:00","17","4","2","234","DAMA DE ELCHE GPV"
"08/10/2016","liga_eacta.php?IDENCUENTRO=131708023&EL=ALICANTE T.M.&EV=DEPORTES LEO ALBACETE T.M.&IDJORNADA=100&IDNIVEL=17#acta","2","DEPORTES LEO ALBACETE T.M.","16013","2016-2017","17:00","17","4","2","186","ALICANTE T.M."
"08/10/2016","liga_eacta.php?IDENCUENTRO=131708024&EL=C.T.T. BENISSA&EV=C.T.T. MEDITERRANEO-VALENCIA&IDJORNADA=100&IDNIVEL=17#acta","2","C.T.T. MEDITERRANEO-VALENCIA","217","2016-2017","17:00","17","0","6","1128","C.T.T. BENISSA"
"09/10/2016","liga_eacta.php?IDENCUENTRO=131708025&EL=CTM PATERNA&EV=CTM TORRETA ELDA&IDJORNADA=100&IDNIVEL=17#acta","2","CTM TORRETA ELDA","1335","2016-2017","10:30","17","1","5","16026","CTM PATERNA"
"09/10/2016","liga_eacta.php?IDENCUENTRO=131708026&EL=CLUB TENIS DE MESA ASPE&EV=CLUB TENNIS TAULA SANTISIMO SALVADOR DE ONDA&IDJORNADA=100&IDNIVEL=17#acta","2","CLUB TENNIS TAULA SANTISIMO SALVADOR DE ONDA","14010","2016-2017","11:00","17","2","4","10404","CLUB TENIS DE MESA ASPE"
"15/10/2016","liga_eacta.php?IDENCUENTRO=131708031&EL=DEPORTES LEO ALBACETE T.M.&EV=C.T.T. MEDITERRANEO-VALENCIA&IDJORNADA=100&IDNIVEL=17#acta","3","C.T.T. MEDITERRANEO-VALENCIA","217","2016-2017","17:00","17","2","4","16013","DEPORTES LEO ALBACETE T.M."
"15/10/2016","liga_eacta.php?IDENCUENTRO=131708032&EL=ALZIRA T.T. METRO&EV=CTM PATERNA&IDJORNADA=100&IDNIVEL=17#acta","3","CTM PATERNA","16026","2016-2017","17:00","17","3","4","10826","ALZIRA T.T. METRO"
"15/10/2016","liga_eacta.php?IDENCUENTRO=131708033&EL=CTM TORRETA ELDA&EV=DAMA DE ELCHE GPV&IDJORNADA=100&IDNIVEL=17#acta","3","DAMA DE ELCHE GPV","234","2016-2017","17:00","17","4","2","1335","CTM TORRETA ELDA"
"15/10/2016","liga_eacta.php?IDENCUENTRO=131708034&EL=CLUB TENNIS TAULA SANTISIMO SALVADOR DE ONDA&EV=TENNIS TAULA BURJASSOT-VALENCIA&IDJORNADA=100&IDNIVEL=17#acta","3","TENNIS TAULA BURJASSOT-VALENCIA","531","2016-2017","18:00","17","4","3","14010","CLUB TENNIS TAULA SANTISIMO SALVADOR DE ONDA"
"16/10/2016","liga_eacta.php?IDENCUENTRO=131708035&EL=CTT ALTEA&EV=ALICANTE T.M.&IDJORNADA=100&IDNIVEL=17#acta","3","ALICANTE T.M.","186","2016-2017","11:00","17","1","5","16027","CTT ALTEA"
"16/10/2016","liga_eacta.php?IDENCUENTRO=131708036&EL=CLUB TENIS DE MESA ASPE&EV=C.T.T. BENISSA&IDJORNADA=100&IDNIVEL=17#acta","3","C.T.T. BENISSA","1128","2016-2017","11:00","17","4","2","10404","CLUB TENIS DE MESA ASPE"
"22/10/2016","liga_eacta.php?IDENCUENTRO=131708041&EL=ALZIRA T.T. METRO&EV=C.T.T. BENISSA&IDJORNADA=100&IDNIVEL=17#acta","4","C.T.T. BENISSA","1128","2016-2017","17:00","17","4","2","10826","ALZIRA T.T. METRO"
"22/10/2016","liga_eacta.php?IDENCUENTRO=131708042&EL=C.T.T. MEDITERRANEO-VALENCIA&EV=CTM PATERNA&IDJORNADA=100&IDNIVEL=17#acta","4","CTM PATERNA","16026","2016-2017","17:00","17","5","1","217","C.T.T. MEDITERRANEO-VALENCIA"
"22/10/2016","liga_eacta.php?IDENCUENTRO=131708043&EL=DEPORTES LEO ALBACETE T.M.&EV=TENNIS TAULA BURJASSOT-VALENCIA&IDJORNADA=100&IDNIVEL=17#acta","4","TENNIS TAULA BURJASSOT-VALENCIA","531","2016-2017","17:00","17","2","4","16013","DEPORTES LEO ALBACETE T.M."
"22/10/2016","liga_eacta.php?IDENCUENTRO=131708044&EL=ALICANTE T.M.&EV=DAMA DE ELCHE GPV&IDJORNADA=100&IDNIVEL=17#acta","4","DAMA DE ELCHE GPV","234","2016-2017","17:00","17","2","4","186","ALICANTE T.M."
"22/10/2016","liga_eacta.php?IDENCUENTRO=131708045&EL=CLUB TENNIS TAULA SANTISIMO SALVADOR DE ONDA&EV=CTM TORRETA ELDA&IDJORNADA=100&IDNIVEL=17#acta","4","CTM TORRETA ELDA","1335","2016-2017","18:00","17","3","4","14010","CLUB TENNIS TAULA SANTISIMO SALVADOR DE ONDA"
"23/10/2016","liga_eacta.php?IDENCUENTRO=131708046&EL=CTT ALTEA&EV=CLUB TENIS DE MESA ASPE&IDJORNADA=100&IDNIVEL=17#acta","4","CLUB TENIS DE MESA ASPE","10404","2016-2017","11:00","17","1","5","16027","CTT ALTEA"
"12/11/2016","liga_eacta.php?IDENCUENTRO=131708051&EL=DAMA DE ELCHE GPV&EV=C.T.T. MEDITERRANEO-VALENCIA&IDJORNADA=100&IDNIVEL=17#acta","5","C.T.T. MEDITERRANEO-VALENCIA","217","2016-2017","17:00","17","6","0","234","DAMA DE ELCHE GPV"
"12/11/2016","liga_eacta.php?IDENCUENTRO=131708052&EL=TENNIS TAULA BURJASSOT-VALENCIA&EV=CTT ALTEA&IDJORNADA=100&IDNIVEL=17#acta","5","CTT ALTEA","16027","2016-2017","17:00","17","6","0","531","TENNIS TAULA BURJASSOT-VALENCIA"
"12/11/2016","liga_eacta.php?IDENCUENTRO=131708054&EL=C.T.T. BENISSA&EV=ALICANTE T.M.&IDJORNADA=100&IDNIVEL=17#acta","5","ALICANTE T.M.","186","2016-2017","17:00","17","2","4","1128","C.T.T. BENISSA"
"12/11/2016","liga_eacta.php?IDENCUENTRO=131708053&EL=CLUB TENNIS TAULA SANTISIMO SALVADOR DE ONDA&EV=ALZIRA T.T. METRO&IDJORNADA=100&IDNIVEL=17#acta","5","ALZIRA T.T. METRO","10826","2016-2017","18:00","17","4","2","14010","CLUB TENNIS TAULA SANTISIMO SALVADOR DE ONDA"
"13/11/2016","liga_eacta.php?IDENCUENTRO=131708055&EL=CTM PATERNA&EV=DEPORTES LEO ALBACETE T.M.&IDJORNADA=100&IDNIVEL=17#acta","5","DEPORTES LEO ALBACETE T.M.","16013","2016-2017","10:30","17","4","2","16026","CTM PATERNA"
"13/11/2016","liga_eacta.php?IDENCUENTRO=131708056&EL=CLUB TENIS DE MESA ASPE&EV=CTM TORRETA ELDA&IDJORNADA=100&IDNIVEL=17#acta","5","CTM TORRETA ELDA","1335","2016-2017","11:00","17","3","4","10404","CLUB TENIS DE MESA ASPE"
"19/11/2016","liga_eacta.php?IDENCUENTRO=131708063&EL=CTM TORRETA ELDA&EV=TENNIS TAULA BURJASSOT-VALENCIA&IDJORNADA=100&IDNIVEL=17#acta","6","TENNIS TAULA BURJASSOT-VALENCIA","531","2016-2017","17:00","17","5","1","1335","CTM TORRETA ELDA"
"19/11/2016","liga_eacta.php?IDENCUENTRO=131708061&EL=ALZIRA T.T. METRO&EV=CLUB TENIS DE MESA ASPE&IDJORNADA=100&IDNIVEL=17#acta","6","CLUB TENIS DE MESA ASPE","10404","2016-2017","17:00","17","5","1","10826","ALZIRA T.T. METRO"
"19/11/2016","liga_eacta.php?IDENCUENTRO=131708062&EL=DEPORTES LEO ALBACETE T.M.&EV=DAMA DE ELCHE GPV&IDJORNADA=100&IDNIVEL=17#acta","6","DAMA DE ELCHE GPV","234","2016-2017","17:00","17","1","5","16013","DEPORTES LEO ALBACETE T.M."
"19/11/2016","liga_eacta.php?IDENCUENTRO=131708064&EL=CLUB TENNIS TAULA SANTISIMO SALVADOR DE ONDA&EV=C.T.T. BENISSA&IDJORNADA=100&IDNIVEL=17#acta","6","C.T.T. BENISSA","1128","2016-2017","18:00","17","4","3","14010","CLUB TENNIS TAULA SANTISIMO SALVADOR DE ONDA"
"20/11/2016","liga_eacta.php?IDENCUENTRO=131708065&EL=CTT ALTEA&EV=CTM PATERNA&IDJORNADA=100&IDNIVEL=17#acta","6","CTM PATERNA","16026","2016-2017","11:00","17","1","5","16027","CTT ALTEA"
"26/11/2016","liga_eacta.php?IDENCUENTRO=131708077&EL=C.T.T. MEDITERRANEO-VALENCIA&EV=ALICANTE T.M.&IDJORNADA=100&IDNIVEL=17#acta","7","ALICANTE T.M.","186","2016-2017","11:00","17","2","4","217","C.T.T. MEDITERRANEO-VALENCIA"
"26/11/2016","liga_eacta.php?IDENCUENTRO=131708075&EL=CTM PATERNA&EV=ALICANTE T.M.&IDJORNADA=100&IDNIVEL=17#acta","7","ALICANTE T.M.","186","2016-2017","17:00","17","1","5","16026","CTM PATERNA"
"26/11/2016","liga_eacta.php?IDENCUENTRO=131708071&EL=TENNIS TAULA BURJASSOT-VALENCIA&EV=C.T.T. MEDITERRANEO-VALENCIA&IDJORNADA=100&IDNIVEL=17#acta","7","C.T.T. MEDITERRANEO-VALENCIA","217","2016-2017","17:00","17","0","6","531","TENNIS TAULA BURJASSOT-VALENCIA"
"26/11/2016","liga_eacta.php?IDENCUENTRO=131708072&EL=ALZIRA T.T. METRO&EV=CTM TORRETA ELDA&IDJORNADA=100&IDNIVEL=17#acta","7","CTM TORRETA ELDA","1335","2016-2017","17:00","17","1","5","10826","ALZIRA T.T. METRO"
